#Converted from Edwin Olson's file format csw.graph
RELATION    1    0 0         1.030392         0.011350        -0.742421         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION    2    1 0         1.013904        -0.058639        -0.757735         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION    3    2 0         1.027652        -0.007456         0.276901         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION    4    3 0        -0.012016         1.004356        89.770581         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION    5    4 0         1.016032         0.014565        -0.934153         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION    6    5 0         1.023888         0.006808         0.629180         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION    7    6 0         0.957734         0.003159         0.624553         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION    8    7 0        -1.023821        -0.013668      -177.229535         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION    9    8 0         1.023436         0.013984        -0.446998         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   10    9 0         1.003349         0.022250         1.345927         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   11   10 0         0.977245         0.019042        -1.639990         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   12   11 0        -0.996880        -0.025512       180.840856         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   13   12 0         0.990646         0.018396        -0.946496         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   14   13 0         0.945873         0.008893        -0.149066         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   15   14 0         1.000012         0.006428         1.617698         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   16   15 0         0.037872        -1.026085       -87.966199         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   17   16 0         0.983790         0.019891         1.379955         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   18   17 0         0.957199         0.029587        -0.658922         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   19   18 0         0.992140         0.019201        -0.418135         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   20   19 0        -0.045922        -1.016323       -88.184834         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   21   20 0         0.998450        -0.005232        -1.953631         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   22   21 0         0.988728         0.009034        -0.739923         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   23   22 0         0.989422         0.006982        -1.391342         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   24   23 0        -1.002015        -0.006263       179.893644         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   25   24 0         1.015354         0.004913         0.001732         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   26   25 0         1.032986        -0.001727         1.283846         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   27   26 0         0.989137        -0.008571        -1.197740         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   28   27 0        -0.048400         0.981715        89.614923         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   29   28 0         1.030821        -0.021271        -3.477279         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   30   29 0         1.011916         0.016448        -2.016889         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   31   30 0         0.991338         0.007812         1.752789         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   32   31 0         0.008611        -0.974025       -89.932081         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   33   32 0         1.042563         0.010669         1.261285         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   34   33 0         0.990826         0.016695        -2.451374         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   35   34 0         0.995988         0.029526        -0.825699         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   36   35 0        -0.010774         0.996051        91.338372         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   37   36 0         1.004990         0.011086        -0.181347         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   38   37 0         1.038433         0.014678        -1.851864         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   39   38 0         1.006250         0.006744        -1.607952         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   40   39 0         0.056163         0.984988      -269.506273         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   41   40 0         0.984656        -0.031925         0.635051         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   42   41 0         1.002658         0.030635         1.721599         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   43   42 0         0.986417        -0.013098        -1.381875         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   44   43 0         0.978720         0.012078        -0.672819         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   45   44 0         0.996113        -0.040731        -0.871940         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   46   45 0         1.002549        -0.002163        -0.601725         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   47   46 0         0.999641        -0.033650         1.077567         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   48   47 0        -0.949748         0.011758       178.405299         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   49   48 0         1.017391         0.012380        -0.511887         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   50   49 0         1.015482         0.027402        -1.099565         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   51   50 0         1.052266         0.014738        -0.078058         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   52   51 0        -0.010814        -0.984360       -89.438303         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   53   52 0         1.030711         0.008959        -0.481327         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   54   53 0         0.983420         0.009794        -1.758089         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   55   54 0         1.012044        -0.015331         0.335090         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   56   55 0        -0.003658        -0.984986       -90.117465         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   57   56 0         1.031000        -0.016325        -0.971812         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   58   57 0         0.983393        -0.011345        -0.850283         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   59   58 0         1.010239         0.011576         0.248028         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   60   59 0         0.020108        -1.008589       271.396779         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   61   60 0         0.992544        -0.004063         0.519603         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   62   61 0         0.980911        -0.012678         1.418695         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   63   62 0         1.007650        -0.037094        -0.426905         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   64   63 0        -0.014542        -0.998609       -88.658662         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   65   64 0         1.037945        -0.016831        -0.749524         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   66   65 0         0.991200         0.011571        -1.429638         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   67   66 0         0.949443        -0.015492        -0.522853         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   68   67 0        -0.978361        -0.009274      -179.789086         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   69   68 0         1.003668        -0.035297         1.951974         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   70   69 0         1.029814         0.002555         0.859506         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   71   70 0         1.036524         0.011807        -0.093743         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   72   71 0         0.003982        -0.993979       269.196021         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   73   72 0         0.969371        -0.030602        -1.870770         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   74   73 0         0.985691         0.011144        -0.095348         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   75   74 0         0.981205        -0.005965         1.298864         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   76   75 0        -0.008260         0.981841      -270.357611         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   77   76 0         1.013991         0.033209        -3.719719         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   78   77 0         1.027948         0.009841         1.948437         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   79   78 0         1.002648        -0.007743         0.544651         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   80   79 0        -0.010210        -0.978673       271.824337         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   81   80 0         1.012654         0.019201        -0.114320         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   82   81 0         0.994241        -0.031909        -1.131927         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   83   82 0         1.009248         0.005910        -1.230785         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   84   83 0        -0.018483         1.033071      -270.905575         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   85   84 0         0.984696         0.019624         0.502781         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   86   85 0         0.993027         0.010799         0.614773         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   87   86 0         0.992905         0.021361         0.634062         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   88   87 0         0.001218         1.040307        88.070110         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   89   88 0         1.007673        -0.015099         0.847734         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   90   89 0         1.012260        -0.005391         1.719505         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   91   90 0         1.034568         0.002973        -0.516533         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   92   91 0        -0.015952         0.972423        88.956944         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   93   92 0         0.990753         0.062025        -0.841746         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   94   93 0         0.971423         0.014250         0.012457         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   95   94 0         1.022721        -0.027882         0.020940         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   96   95 0        -0.019324         1.049341        90.099557         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   97   96 0         1.039314        -0.013089         0.651378         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   98   97 0         0.993004         0.039366        -0.605670         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION   99   98 0         1.038974        -0.023896        -0.992664         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION  100   99 0        -0.985853        -0.009798      -180.595106         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION  101  100 0         1.024653         0.031728         1.377451         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION  102  101 0         0.993960         0.020257        -0.137925         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION  103  102 0         1.001505         0.024148         0.071056         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION  104  103 0        -1.008666        -0.003535       181.262539         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION  105  104 0         1.003855         0.004822         1.075672         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION  106  105 0         0.963589         0.002141        -1.025362         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION  107  106 0         1.006704         0.025897         0.348822         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION  108  107 0        -0.024236        -1.039042       -89.250408         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION  109  108 0         1.008390         0.024656         0.275072         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION  110  109 0         0.995059        -0.012998         0.909114         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION  111  110 0         0.982381        -0.004349         0.469674         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION  112  111 0        -0.993280         0.037499      -181.312350         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
RELATION  113  112 0         1.021941        -0.003415        -0.605550         0.000500         0.000500         1.641403         0.000000         0.000000         0.000000
